iter	RMSE
212	46.15468643
213	46.10114094
214	46.00654935
215	45.93394144
216	45.89057863
217	45.82643648
218	45.77738495
219	45.7071286
220	45.62660167
221	45.59140461
222	45.55323637
223	45.49504827
224	45.38030477
225	45.3320376
226	45.3010643
227	45.24175473
228	45.18448431
229	45.11893823
230	45.01850125
231	44.98095598
232	44.94837226
233	44.9001621
234	44.8598163
235	44.82457886
236	44.78653018
237	44.72324741
238	44.68379162
239	44.65764569
240	44.60820274
241	44.57990856
242	44.54405212
243	44.49904986
244	44.44981511
245	44.37614588
246	44.34287635
247	44.28687385
248	44.22000861
249	44.16752891
250	44.1120432
251	44.07742518
252	44.02751799
253	43.98898611
254	43.96419692
255	43.91206418
256	43.87408961
257	43.84437837
258	43.79197646
259	43.76130627
260	43.73017907
261	43.67888534
262	43.6265241
263	43.59002609
264	43.56697177
265	43.53351383
266	43.49519025
267	43.45989016
268	43.41701936
269	43.35017023
270	43.27992065
271	43.20467106
272	43.16729073
273	43.14107473
274	43.0932467
275	43.04367545
276	43.01626492
277	42.98061383
278	42.92540926
279	42.88356974
280	42.8614571
281	42.82674815
282	42.77845648
283	42.75410055
284	42.73053616
285	42.7137141
286	42.68591257
287	42.6575804
288	42.63095025
289	42.61087346
290	42.55731155
291	42.52133175
292	42.4729513
293	42.45662622
294	42.42319317
295	42.36579877
296	42.30986626
297	42.27292629
298	42.25565624
299	42.21237781
300	42.14375664
301	42.10939671
302	42.07320311
303	42.01852245
304	41.98131246
305	41.94592345
306	41.88231846
307	41.85283372
308	41.81347675
309	41.7844983
310	41.75889394
311	41.72441279
312	41.68865071
313	41.64482343
314	41.60731004
315	41.57179305
316	41.53587983
317	41.49156791
318	41.45682896
319	41.42132436
320	41.37562322
321	41.34654857
322	41.31355556
323	41.29885392
324	41.24894057
325	41.22522738
326	41.17239915
327	41.14823357
328	41.118538
329	41.08460892
330	41.06727066
331	41.03278183
332	40.99810957
333	40.96295028
334	40.92759816
335	40.89575983
336	40.87147631
337	40.8391593
338	40.80564805
339	40.77120555
340	40.75080591
341	40.73766787
342	40.71498387
343	40.69649387
344	40.67557996
345	40.65506516
346	40.63045347
347	40.60092348
348	40.58113994
349	40.56063168
350	40.51493392
351	40.4832021
352	40.43439524
353	40.38276092
354	40.35356239
355	40.30031521
356	40.25570369
357	40.21462475
358	40.18292572
359	40.15872
360	40.13017101
361	40.11110318
362	40.09073988
363	40.05074723
364	40.02702992
365	39.99954661
366	39.97280885
367	39.94373385
368	39.91552836
369	39.88651652
370	39.86271088
371	39.84491495
372	39.82126881
373	39.77951648
374	39.75069333
375	39.7218091
376	39.70320962
377	39.6817354
378	39.65244694
379	39.635795
380	39.60996176
381	39.58727395
382	39.5645743
383	39.52078497
384	39.49571255
385	39.4627942
386	39.43732801
387	39.40081612
388	39.37950885
389	39.34484292
390	39.32564232
391	39.30060313
392	39.27156585
393	39.24386753
394	39.21264486
395	39.17592683
396	39.14349714
397	39.1099128
398	39.0727087
399	39.04261308
400	39.01782321
401	38.97175769
402	38.94701369
403	38.92621634
404	38.89412997
405	38.84733697
406	38.82070791
407	38.8019268
408	38.78533256
409	38.76940306
410	38.74581617
411	38.72231771
412	38.69445716
413	38.66444442
414	38.64824326
415	38.624855
416	38.58261689
417	38.55497271
418	38.51341133
419	38.49333058
420	38.46946768
421	38.44477374
422	38.42775372
423	38.40817339
424	38.37986989
425	38.35172786
426	38.32857715
427	38.29892316
428	38.27064517
429	38.25194831
430	38.23053467
431	38.20378207
432	38.17603309
433	38.15683697
434	38.1375707
435	38.10142166
436	38.08134307
437	38.06151416
438	38.03572149
439	37.99970422
440	37.9716935
441	37.95109906
442	37.94149073
443	37.92845594
444	37.90346962
445	37.88208965
446	37.86305401
447	37.83938088
448	37.81778876
449	37.79671437
450	37.77341737
451	37.74823457
452	37.72440311
453	37.71207812
454	37.69934213
455	37.67949744
456	37.66336565
457	37.63417705
458	37.62459273
459	37.60499984
460	37.57744975
461	37.56106378
462	37.51765435
463	37.49686267
464	37.47826582
465	37.4502932
466	37.42161675
467	37.40118302
468	37.37949087
469	37.36262548
470	37.35169703
471	37.33681173
472	37.29725889
473	37.26683894
474	37.25550259
475	37.23646594
476	37.2189815
477	37.18774161
478	37.17639714
479	37.14760448
480	37.12040837
481	37.10244104
482	37.08201332
483	37.06364416
484	37.04736541
485	37.03231101
486	37.00832702
487	36.99451997
488	36.97702888
489	36.95918923
490	36.93313913
491	36.91449623
492	36.89252947
493	36.86069674
494	36.8373535
495	36.8210011
496	36.80338571
497	36.78119061
498	36.76348632
499	36.73397545
500	36.70834311
501	36.67070758
502	36.65567872
503	36.62444712
504	36.5923031
505	36.57006511
506	36.55739527
507	36.52925619
508	36.50149983
509	36.48751408
510	36.47139895
511	36.45121062
512	36.43165938
513	36.40734563
514	36.38982936
515	36.37296176
516	36.3413521
517	36.32448201
518	36.30669934
519	36.28022923
520	36.26719593
521	36.24909967
522	36.23280601
523	36.2176081
524	36.1998026
525	36.18304703
526	36.17178497
527	36.1476799
528	36.13254143
529	36.10808509
530	36.08126778
531	36.04299969
532	36.01718209
533	35.98961048
534	35.97774329
535	35.95282433
536	35.93874055
537	35.92463781
538	35.90654988
539	35.88285319
540	35.86207306
541	35.84447421
542	35.8209473
543	35.80500171
544	35.78751943
545	35.76418297
546	35.75032127
547	35.73647216
548	35.72357696
549	35.7022199
550	35.68751698
551	35.66509981
552	35.64297581
553	35.62471983
554	35.61224115
555	35.59422245
556	35.57786755
557	35.56546706
558	35.54761299
559	35.53451343
560	35.52201069
561	35.49972803
562	35.48239153
563	35.46695202
564	35.44964823
565	35.43744576
566	35.42021952
567	35.4066688
568	35.39144168
569	35.37044887
570	35.35018127
571	35.33550184
572	35.31345965
573	35.29556635
574	35.26600874
575	35.23795348
576	35.22222971
577	35.19563875
578	35.18194374
579	35.15642783
580	35.14067902
581	35.1187172
582	35.10424752
583	35.08261756
584	35.06107945
585	35.04817347
586	35.01977097
587	35.00744494
588	34.99748179
589	34.98336311
590	34.97119271
591	34.95843023
592	34.94056265
593	34.92415159
594	34.91473682
595	34.90024281
596	34.8770853
597	34.86554082
598	34.84596675
599	34.82713123
600	34.80923469
601	34.79471067
602	34.76979438
603	34.75590882
604	34.7394089
605	34.72733156
606	34.70542167
607	34.68563924
608	34.674781
609	34.66083574
610	34.63994963
611	34.62469148
612	34.60978782
613	34.591396
614	34.57946088
615	34.56408402
616	34.55128736
617	34.53528646
618	34.52276957
619	34.5086096
620	34.48971669
621	34.47031909
622	34.45064481
623	34.44025905
624	34.42279756
625	34.4086963
626	34.39462885
627	34.37979665
628	34.3684538
629	34.35852541
630	34.34623889
631	34.3353722
632	34.31779283
633	34.30788222
634	34.29547722
635	34.27565114
636	34.25782319
637	34.24701598
638	34.22329803
639	34.20681213
640	34.1904938
641	34.16898064
642	34.14715433
643	34.12533118
644	34.1071274
645	34.09068054
646	34.07654157
647	34.05452479
648	34.04140699
649	34.03123218
650	34.02159652
651	34.00755929
652	33.99300691
653	33.97496018
654	33.96716608
655	33.94728684
656	33.93407877
657	33.92257353
658	33.91232522
659	33.89451211
660	33.88508159
661	33.87397918
662	33.85064401
663	33.83531702
664	33.81952007
665	33.80465271
666	33.79211623
667	33.77900072
668	33.76646983
669	33.7455804
670	33.72734222
671	33.71014663
672	33.69435849
673	33.67970393
674	33.66490075
675	33.64427633
676	33.6261801
677	33.60903924
678	33.60186241
679	33.58567971
680	33.57912012
681	33.56293102
682	33.54806355
683	33.52445413
684	33.51056486
685	33.49767161
686	33.48125566
687	33.46489324
688	33.45272614
689	33.43238215
690	33.41466925
691	33.39531325
692	33.38454328
693	33.36541212
694	33.35088629
695	33.34085472
696	33.32958472
697	33.3145031
698	33.2987743
699	33.29230518
700	33.27866951
701	33.26389709
702	33.24719038
703	33.22897387
704	33.2080785
705	33.18518617
706	33.17681012
707	33.15186457
708	33.13675045
709	33.12463711
710	33.10715012
711	33.0967935
712	33.0772388
713	33.06561999
714	33.05100565
715	33.03955047
716	33.02609593
717	33.01206582
718	32.99993614
719	32.98883408
720	32.97532992
721	32.96136912
722	32.94297825
723	32.92831507
724	32.90933603
725	32.90089572
726	32.88385973
727	32.87253255
728	32.86027471
729	32.84047797
730	32.82080133
731	32.80914201
732	32.79596558
733	32.77984161
734	32.7619965
735	32.75139841
736	32.74502601
737	32.72954381
738	32.7149109
739	32.7021142
740	32.68021221
741	32.66784569
742	32.65656069
743	32.64115709
744	32.62912271
745	32.61810193
746	32.60694426
747	32.593799
748	32.57965746
749	32.56892898
750	32.5580402
751	32.54749531
752	32.53243307
753	32.51651796
754	32.49572813
755	32.48026502
756	32.47204599
757	32.4534001
758	32.44450626
759	32.42741466
760	32.4182071
761	32.40676261
762	32.39155887
763	32.37630239
764	32.36490753
765	32.35841358
766	32.35088556
767	32.3401708
768	32.32593347
769	32.30729507
770	32.29629055
771	32.27983982
772	32.2643872
773	32.25341459
774	32.23823989
775	32.22057107
776	32.20370631
777	32.1855089
778	32.16622221
779	32.15472103
780	32.13935164
781	32.12713094
782	32.1125882
783	32.09716163
784	32.08032953
785	32.06086224
786	32.04013541
787	32.02253786
788	32.01230317
789	31.99650477
790	31.97844322
791	31.96468675
792	31.956229
793	31.9458972
794	31.93440709
795	31.91918645
796	31.90798328
797	31.89835088
798	31.87053977
799	31.864142
800	31.85597173
801	31.84004773
802	31.81503975
803	31.79813492
804	31.78579236
805	31.77587449
806	31.76527055
807	31.74811638
808	31.73122107
809	31.7171098
810	31.70663409
811	31.6930685
812	31.67890838
813	31.66837784
814	31.66097304
815	31.6444654
816	31.62647942
817	31.61711408
818	31.60676718
819	31.5928768
820	31.5768816
821	31.56531749
822	31.54980536
823	31.53698278
824	31.52353207
825	31.50565315
826	31.49388824
827	31.48707776
828	31.47730827
829	31.46850398
830	31.45663682
831	31.44251262
832	31.43091392
833	31.41367173
834	31.40084905
835	31.38487822
836	31.37586574
837	31.35852493
838	31.34421108
839	31.33665653
840	31.3180772
841	31.30912702
842	31.29021602
843	31.28170251
844	31.26931739
845	31.2513613
846	31.24477675
847	31.22924057
848	31.21714879
849	31.20519891
850	31.19301407
851	31.18439252
852	31.17298338
853	31.16091871
854	31.14781226
855	31.129736
856	31.12144072
857	31.11154923
858	31.09422261
859	31.07917187
860	31.06896634
861	31.05478811
862	31.04417483
863	31.03221799
864	31.01918922
865	30.99101955
866	30.98458976
867	30.97535458
868	30.96892346
869	30.95721974
870	30.94920987
871	30.93451427
872	30.92253691
873	30.90621583
874	30.89576206
875	30.89055956
876	30.87327359
877	30.87037859
878	30.86002841
879	30.84339074
880	30.83226059
881	30.82244166
882	30.81519543
883	30.8070713
884	30.79519951
885	30.77166589
886	30.75940271
887	30.74299189
888	30.72672601
889	30.7135004
890	30.70747322
891	30.6905778
892	30.68087104
893	30.66714771
894	30.65411863
895	30.64655384
896	30.63391052
897	30.62283995
898	30.61402349
899	30.60512018
900	30.59436287
901	30.58403487
902	30.57385888
903	30.56672395
904	30.55593953
905	30.55213547
906	30.53831667
907	30.52609195
908	30.5176714
909	30.49707774
910	30.4774624
911	30.47202061
912	30.46115849
913	30.43926086
914	30.42615154
915	30.41642903
916	30.40578848
917	30.39721801
918	30.38714282
919	30.37430685
920	30.36552774
921	30.35460034
922	30.34572449
923	30.32417814
924	30.31307711
925	30.302719
926	30.29042496
927	30.27743136
928	30.2678576
929	30.26000106
930	30.25129086
931	30.24396739
932	30.23461384
933	30.22425987
934	30.21348568
935	30.20347228
936	30.19402496
937	30.18547427
938	30.17681189
939	30.16175766
940	30.15241273
941	30.14117662
942	30.13180687
943	30.12062273
944	30.11169997
945	30.09958206
946	30.089788
947	30.08115817
948	30.07198057
949	30.04791915
950	30.0382339
951	30.03351094
952	30.02498791
953	30.01031991
954	30.00286135
955	29.99560212
956	29.98430672
957	29.97623773
958	29.96974078
959	29.9636644
960	29.95196202
961	29.93185867
962	29.92429814
963	29.9183605
964	29.90569596
965	29.89300919
966	29.88543546
967	29.86997177
968	29.86279147
969	29.85482072
970	29.84364136
971	29.83604332
972	29.82620692
973	29.81685356
974	29.80949416
975	29.7953979
976	29.7813081
977	29.77142627
978	29.75692978
979	29.74970738
980	29.73911027
981	29.73226747
982	29.7268733
983	29.70751783
984	29.69939883
985	29.69265922
986	29.68604978
987	29.67881946
988	29.67167151
989	29.66379544
990	29.65061822
991	29.63977031
992	29.61725391
993	29.61142882
994	29.58927356
995	29.57671255
996	29.56312676
997	29.55281631
998	29.54317358
999	29.53567551
